A/Lao/3894/2017	A/Afghanistan/833/2017	F16-601111	cdc	320	hi	
A/VinaDelMar/32678/2017	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	160	hi	
A/Albania/7195/2016	A/HongKong/7127/2014	F14-3611	cdc	320	hi	
A/Florida/13/2019	A/Maryland/7/2018	F18-E5684	cdc	640	hi	
A/Michigan/36/2019	A/Kansas/14/2017	F17-E2858	cdc	640	hi	
A/SaintLucia/638/2018	A/Texas/71/2017	F16-E2489	cdc	80	hi	
A/Maryland/42/2018	A/Texas/71/2017	F16-E2489	cdc	320	hi	
A/NewZealand/705/2017	A/Florida/23/2017	F16-A8924	cdc	20	hi	
A/Connecticut/15/2019	A/Kansas/14/2017	F17-E2858	cdc	80	hi	
A/NewYork/11/2019	A/Kansas/14/2017	F17-E2858	cdc	640	hi	
A/Iowa/27/2018	A/Michigan/15/2014	F16-A8929	cdc	80	hi	
A/Kazakhstan/20/2016	A/Switzerland/9715293/2013	F14-711	cdc	80	hi	
A/AbuDhabi/21/2018	A/Texas/71/2017	F16-E2489	cdc	40	hi	
A/Washington/37/2017	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	80	hi	
A/Mississippi/31/2017	A/Washington/106/2016	F16-E2483	cdc	160	hi	
A/Taiwan/848/2016	A/HongKong/7127/2014	F14-3611	cdc	320	hi	
A/NovaScotia/RV2912/2018	A/Michigan/15/2014	F16-A8929	cdc	320	hi	
A/DistrictOfColumbia/21/2018	A/Afghanistan/833/2017	F16-601111	cdc	160	hi	
B/Massachusetts/2/2012-egg	A/Hawaii/47/2014	F14-684	cdc	5	hi	
A/Alaska/44/2017	A/HongKong/7127/2014	F14-5697	cdc	160	hi	
A/Virginia/35/2017	A/Texas/71/2017	F16-E2488	cdc	640	hi	
A/WestVirginia/5/2019	A/Kansas/14/2017	F17-E2815	cdc	640	hi	
A/Montana/25/2017	A/Singapore/Infimh-16-0019/2016	F17-611101	cdc	640	hi	
A/Missouri/45/2018	A/SouthAustralia/135/2016	F16-601291	cdc	640	hi	
A/PuntaArenas/108822/2018	A/SouthCarolina/4/2017	F16-E2477	cdc	80	hi	
A/Wisconsin/86/2016	A/NewJersey/26/2014	F14-694	cdc	160	hi	
A/Missouri/38/2017	A/Antananarivo/1067/2016	F16-E2484	cdc	640	hi	
A/NewZealand/1018/2016	A/Idaho/33/2016	F14-A3714	cdc	640	hi	
A/Nevada/18/2017	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	320	hi	
A/SouthDakota/34/2016	A/Switzerland/9715293/2013	F12-6801;F14-711	cdc	320	hi	
A/HongKong/3595/2017	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	80	hi	
A/HongKong/4801/2014-egg	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	640	hi	
A/Nebraska/20/2017	A/Texas/71/2017	F16-E2488	cdc	160	hi	
A/Mississippi/21/2017	A/Uruguay/43/2017	F16-E2479	cdc	160	hi	
A/RhodeIsland/24/2019	A/Indiana/8/2018	F18-E5685	cdc	640	hi	
A/HongKong/7127/2014	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	160	hi	
A/Colombia/3875/2017	A/HongKong/7127/2014	F14-5697	cdc	640	hi	
A/Mozambique/8218/2018	A/NewMexico/14/2018	F16-601281	cdc	160	hi	
A/Moscow/238/2018	A/Afghanistan/616/2017	F16-601231	cdc	320	hi	
A/Taiwan/960/2016	A/Switzerland/9715293/2013	F12-6801	cdc	320	hi	
A/Michigan/15/2014	A/Texas/88/2016	F14-A3697	cdc	40	hi	
A/Choibalsan/3093/2017	A/Singapore/Infimh-16-0019/2016	F17-611091	cdc	320	hi	
A/HongKong/7127/2014-egg	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	640	hi	
A/California/124/2016	A/Texas/88/2016	F14-A3697	cdc	320	hi	
A/Manitoba/RV3116/2016	A/Texas/88/2016	F14-A3697	cdc	80	hi	
A/NewJersey/3/2018-egg	A/NewMexico/14/2018	F16-601281	cdc	640	hi	
A/California/106/2017	A/Washington/106/2016	F16-E2483	cdc	80	hi	
A/Colorado/44/2016	A/Nevada/22/2016	F14-5696	cdc	160	hi	
A/Michigan/203/2019	A/Indiana/8/2018	F18-E5685	cdc	1280	hi	
A/Illinois/38/2017	A/Singapore/Infimh-16-0019/2016	F17-611091	cdc	1280	hi	
A/California/85/2017	A/Delaware/32/2016	F16-A6688	cdc	320	hi	
A/Bangladesh/186/2018	A/Afghanistan/616/2017	F16-601251	cdc	40	hi	
A/Bangladesh/3001/2016	A/Hawaii/47/2014	F14-684	cdc	640	hi	
A/Michigan/74/2018	A/California/213/2016	F16-601151	cdc	80	hi	
A/Montana/8/2019	A/AbuDhabi/240/2018	F17-E2810	cdc	40	hi	
A/Madagascar/1123/2018	A/Afghanistan/616/2017	F16-601251	cdc	80	hi	
A/AbuDhabi/133/2018	A/Kansas/14/2017	F17-E2815	cdc	80	hi	
A/Maryland/31/2016	A/Switzerland/9715293/2013	F12-6801	cdc	640	hi	
A/Bolivia/1729/2017	A/Switzerland/9715293/2013	F14-702	cdc	160	hi	
A/Washington/57/2018	A/NorthCarolina/4/2016	F15-A7981	cdc	80	hi	
A/Maryland/20/2016	A/Switzerland/9715293/2013	F12-6801	cdc	160	hi	
A/Texas/58/2019	A/Indiana/8/2018	F18-E5685	cdc	1280	hi	
B/Kaliningrad/22/2017	A/Texas/68/2017	F16-A8930	cdc	40	hi	
A/Michigan/15/2014	A/NorthCarolina/4/2016	F15-A7981	cdc	320	hi	
A/Kentucky/33/2016	A/Idaho/33/2016	F14-A3714	cdc	40	hi	
A/Colombia/6186/2017	A/Washington/106/2016	F16-E2483	cdc	160	hi	
A/Nicaragua/778/2016	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	80	hi	
A/NewYork/109/2016	A/Hawaii/47/2014	F14-684	cdc	320	hi	
A/Oregon/23/2017	A/Singapore/Infimh-16-0019/2016	F17-611091	cdc	320	hi	
A/Yaroslavl/63/2017	A/Texas/68/2017	F16-A8930	cdc	80	hi	
A/RhodeIsland/15/2017	A/Washington/16/2017	F16-E2471	cdc	160	hi	
A/SouthAustralia/135/2016	A/Texas/71/2017	F16-E2489	cdc	160	hi	
A/Bangladesh/13/2017	A/Washington/16/2017	F16-E2471	cdc	320	hi	
A/Ontario/RV2667/2017	A/Wisconsin/327/2017	F17-611121	cdc	320	hi	
A/Utah/38/2017	A/Michigan/15/2014	F16-A8929	cdc	320	hi	
A/Colorado/4/2017	A/HongKong/7127/2014	F14-3611	cdc	160	hi	
A/Massachusetts/18/2017	A/Washington/106/2016	F16-E2483	cdc	320	hi	
A/Florida/119/2018	A/Kansas/14/2017	F17-E2815	cdc	1280	hi	
A/Ontario/RV4215/2018	A/SouthCarolina/4/2017	F16-E2477	cdc	80	hi	
A/Connecticut/44/2016	A/Switzerland/9715293/2013	F12-6801;F14-711	cdc	320	hi	
A/Arkansas/14/2016	A/Hawaii/47/2014	F14-684	cdc	320	hi	
A/Texas/125/2019	A/Indiana/8/2018	F18-E5685	cdc	1280	hi	
A/SouthAfrica/R05675/2017	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	40	hi	
A/Paraguay/1723/2018	A/Texas/71/2017	F16-E2489	cdc	80	hi	
A/Washington/106/2016-egg	A/Texas/71/2017	F16-E2488	cdc	160	hi	
A/Alaska/1/2019	A/SouthCarolina/4/2017	F16-E2477	cdc	40	hi	
A/Texas/5/2018	A/Singapore/Infimh-16-0019/2016	F17-611091	cdc	320	hi	
A/NewZealand/2410/2016	A/Hawaii/47/2014	F14-684	cdc	640	hi	
A/Washington/16/2017-egg	A/HongKong/7127/2014	F14-5697	cdc	640	hi	
A/Ayutthaya/59/2018	A/Michigan/15/2014	F16-A8929	cdc	80	hi	
A/HongKong/7127/2014-egg	A/Idaho/33/2016	F14-A3714	cdc	160	hi	
A/Khmelnitsky/549/2018	A/AbuDhabi/240/2018	F17-E2810	cdc	160	hi	
A/Illinois/55/2016	A/Idaho/33/2016	F14-A3714	cdc	320	hi	
A/Hawaii/87/2016	A/Texas/88/2016	F14-A3697	cdc	40	hi	
A/Taiwan/1095/2016	A/NorthCarolina/4/2016	F15-A7982	cdc	80	hi	
A/California/28/2017	A/Idaho/33/2016	F14-A3714	cdc	160	hi	
A/Idaho/46/2016	A/Switzerland/9715293/2013	F12-6801;F14-711	cdc	160	hi	
A/Kansas/14/2017	A/AbuDhabi/240/2018	F17-E2810	cdc	80	hi	
A/Pennsylvania/5/2019	A/Afghanistan/616/2017	F16-601231	cdc	80	hi	
A/ElSalvador/632/2017	A/Washington/106/2016	F16-E2483	cdc	320	hi	
A/Michigan/283/2017	A/HongKong/7127/2014	F14-5697	cdc	320	hi	
A/Alaska/43/2017	A/Hawaii/47/2014	F14-684	cdc	160	hi	
A/Alaska/57/2017	A/NorthCarolina/4/2016	F15-A7981	cdc	80	hi	
A/Idaho/33/2016	A/Hawaii/47/2014	F14-684	cdc	320	hi	
A/Alabama/36/2017	A/Washington/106/2016	F16-E2483	cdc	320	hi	
A/Brisbane/1/2018-egg	A/Kansas/14/2017	F17-E2815	cdc	80	hi	
A/NewZealand/832/2016	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	160	hi	
A/Florida/56/2019	A/Kansas/14/2017	F17-E2858	cdc	20	hi	
A/Bermuda/743/2018	A/SouthAustralia/135/2016	F16-601291	cdc	320	hi	
A/Khmelnitsky/2242/2016	A/Idaho/33/2016	F14-A3714	cdc	40	hi	
A/Arizona/18/2019	A/Indiana/8/2018	F18-E5685	cdc	1280	hi	
A/NewZealand/888/2016	A/NewJersey/26/2014	F14-694	cdc	320	hi	
A/WestVirginia/18/2019	A/Indiana/8/2018	F18-E5685	cdc	640	hi	
A/NewZealand/2434/2016	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	320	hi	
A/Texas/203/2016	A/Idaho/33/2016	F14-A3714	cdc	160	hi	
A/Virginia/68/2016	A/Idaho/33/2016	F14-A3714	cdc	160	hi	
A/Michigan/15/2014	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	320	hi	
A/Georgia/24/2018	A/California/213/2016	F16-601181	cdc	320	hi	
A/Indiana/8/2018	A/Michigan/15/2014	F16-A8929	cdc	80	hi	
A/Wisconsin/500/2018	A/Kansas/14/2017	F17-E2815	cdc	160	hi	
A/Colombia/6090/2019	A/AbuDhabi/240/2018	F17-E2810	cdc	160	hi	
A/SouthDakota/29/2019	A/Kansas/14/2017	F17-E2858	cdc	320	hi	
A/Wyoming/17/2017	A/HongKong/7127/2014	F14-3611	cdc	80	hi	
A/Maryland/19/2019	A/Indiana/8/2018	F18-E5685	cdc	1280	hi	
A/Alaska/37/2016	A/Hawaii/47/2014	F14-684	cdc	640	hi	
A/Kazakhstan/150/2018	A/California/213/2016	F16-601151	cdc	80	hi	
A/PuertoRico/21/2018	A/Michigan/15/2014	F16-A8929	cdc	320	hi	
A/Idaho/33/2016-egg	A/Texas/88/2016	F14-A3697	cdc	320	hi	
A/Idaho/33/2016	A/HongKong/7127/2014	F14-3611	cdc	320	hi	
A/Virginia/50/2018	A/SouthAustralia/135/2016	F16-601291	cdc	160	hi	
A/HongKong/3570/2017	A/Hawaii/47/2014	F14-684	cdc	640	hi	
A/Idaho/35/2016	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	160	hi	
A/NewZealand/755/2017	A/Texas/71/2017	F16-E2488	cdc	640	hi	
A/Arizona/1/2017	A/HongKong/7127/2014	F14-3611	cdc	160	hi	
A/Maine/21/2016	A/Hawaii/47/2014	F14-684	cdc	640	hi	
A/Washington/328/2017	A/Texas/71/2017	F16-E2488	cdc	160	hi	
A/Norway/3806/2016-egg	A/Washington/16/2017	F16-E2471	cdc	160	hi	
A/NewHampshire/3/2019	A/Kansas/14/2017	F17-E2815	cdc	320	hi	
A/Mississippi/24/2019	A/Kansas/14/2017	F17-E2858	cdc	160	hi	
A/Florida/83/2018	A/Kansas/14/2017	F17-E2815	cdc	640	hi	
A/Pennsylvania/95/2016	A/Nevada/22/2016	F14-5696	cdc	80	hi	
A/Pennsylvania/93/2016	A/Idaho/33/2016	F14-A3714	cdc	80	hi	
A/Arkansas/39/2017	A/Texas/71/2017	F16-E2488	cdc	640	hi	
A/Wyoming/8/2019	A/Kansas/14/2017	F17-E2815;F17-E2858	cdc	320	hi	
A/Pakistan/95/2017	A/Wisconsin/327/2017	F17-611121	cdc	5	hi	
A/Connecticut/35/2019	A/Kansas/14/2017	F17-E2858	cdc	160	hi	
A/Ohio/19/2019	A/Kansas/14/2017	F17-E2858	cdc	160	hi	
A/Switzerland/9715293/2013-egg	A/Switzerland/9715293/2013	F14-711	cdc	80	hi	
A/Texas/296/2017	A/Delaware/32/2016	F16-A6688	cdc	640	hi	
A/Alaska/22/2017	A/Florida/23/2017	F16-A8924	cdc	80	hi	
A/NewZealand/788/2016	A/NewJersey/26/2014	F14-694	cdc	320	hi	
A/Vietnam/6145/2016	A/Switzerland/9715293/2013	F14-711	cdc	80	hi	
A/Utah/48/2016	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	320	hi	
A/Oklahoma/6/2017	A/Idaho/33/2016	F14-A3714	cdc	160	hi	
A/Washington/97/2018	A/Afghanistan/616/2017	F16-601251	cdc	40	hi	
A/Florida/63/2017	A/HongKong/7127/2014	F14-5697	cdc	160	hi	
A/Guatemala/974/2018	A/Kansas/14/2017	F17-E2815	cdc	640	hi	
A/Maldives/1455/2017	A/Texas/71/2017	F16-E2489	cdc	320	hi	
A/Texas/137/2018	A/Kansas/14/2017	F17-E2815	cdc	40	hi	
A/Missouri/5/2019	A/Kansas/14/2017	F17-E2815	cdc	640	hi	
A/Texas/123/2019	A/Indiana/8/2018	F18-E5685	cdc	1280	hi	
A/Kuwait/1072/2018	A/NorthCarolina/4/2016	F15-A7981	cdc	320	hi	
A/Kanagawa/IC1725/2018	A/Singapore/Infimh-16-0019/2016	F17-611101	cdc	160	hi	
A/Bangladesh/15214/2018	A/Afghanistan/616/2017	F16-601251	cdc	40	hi	
A/Florida/11/2019	A/SouthCarolina/4/2017	F16-E2477	cdc	40	hi	
A/Singapore/Infimh-16-0019/2016-egg	A/Texas/71/2017	F16-E2489	cdc	80	hi	
A/Georgia/25/2018	A/Kansas/14/2017	F17-E2815	cdc	640	hi	
A/HongKong/7127/2014	A/Idaho/33/2016	F14-A3714	cdc	80	hi	
A/Washington/16/2017	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	80	hi	
A/Michigan/40/2017	A/Switzerland/9715293/2013	F14-711	cdc	40	hi	
A/Michigan/15/2014	A/Washington/16/2017	F16-E2471	cdc	160	hi	
A/Texas/88/2016	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	40	hi	
A/NewYork/53/2017	A/Washington/106/2016	F16-E2483	cdc	40	hi	
A/Guatemala/46/2017	A/NorthCarolina/4/2016	F15-A7981	cdc	160	hi	
A/Washington/342/2017	A/Michigan/15/2014	F16-A8929	cdc	160	hi	
A/Idaho/40/2016	A/Hawaii/47/2014	F14-684	cdc	320	hi	
A/NorthCarolina/13/2019	A/Indiana/8/2018	F18-E5685	cdc	1280	hi	
A/Canberra/7/2016	A/Switzerland/9715293/2013	F12-6801	cdc	320	hi	
A/PuertoRico/25/2018	A/Afghanistan/616/2017	F16-601251	cdc	320	hi	
A/Bangladesh/1234/2017	A/Hawaii/47/2014	F14-684	cdc	160	hi	
A/Montana/23/2017	A/Switzerland/9715293/2013	F16-E2490	cdc	160	hi	
A/Arkansas/12/2017	A/Switzerland/9715293/2013	F14-711	cdc	40	hi	
A/California/131/2016	A/NewJersey/26/2014	F14-694	cdc	160	hi	
A/Georgia/64/2016	A/HongKong/7127/2014	F14-3611	cdc	640	hi	
A/California/88/2019	A/Indiana/8/2018	F18-E5685	cdc	2560	hi	
A/Mississippi/4/2018	A/Washington/106/2016	F16-E2483	cdc	80	hi	
A/Florida/15/2017	A/Idaho/33/2016	F14-A3714	cdc	320	hi	
A/Mississippi/20/2017	A/Delaware/32/2016	F16-A6688	cdc	160	hi	
A/Alabama/4/2019	A/SouthCarolina/4/2017	F16-E2477	cdc	40	hi	
A/Afghanistan/616/2017	A/Kansas/14/2017	F17-E2815	cdc	160	hi	
A/Texas/137/2018	A/Singapore/Infimh-16-0019/2016	F17-E2819	cdc	160	hi	
B/Massachusetts/2/2012-egg	A/Washington/106/2016	F16-E2483	cdc	80	hi	
A/NewZealand/890/2016	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	320	hi	
A/Minnesota/17/2019	A/Kansas/14/2017	F17-E2858	cdc	320	hi	
A/Michigan/15/2014	A/Michigan/15/2014	F16-A8929	cdc	640	hi	
A/Nevada/2/2017	A/Hawaii/47/2014	F14-684	cdc	320	hi	
A/Idaho/1/2019	A/Kansas/14/2017	F17-E2815	cdc	640	hi	
A/Lao/3877/2017	A/NewMexico/14/2018	F16-601301	cdc	80	hi	
A/Switzerland/9715293/2013-egg	A/HongKong/7127/2014	F14-5697	cdc	320	hi	
A/Guatemala/184/2017	A/Florida/23/2017	F16-A8924	cdc	20	hi	
A/RhodeIsland/1/2018-egg	A/Texas/71/2017	F16-E2489	cdc	80	hi	
A/Mexico/410/2017	A/Switzerland/9715293/2013	F14-711	cdc	160	hi	
A/Washington/39/2017	A/HongKong/7127/2014	F14-3611	cdc	5	hi	
A/Switzerland/9715293/2013-egg	A/Hawaii/47/2014	F14-684	cdc	80	hi	
A/Honduras/446/2017	A/Washington/106/2016	F16-E2483	cdc	160	hi	
A/Michigan/308/2017	A/Antananarivo/1067/2016	F16-E2484	cdc	320	hi	
B/Brisbane/60/2008-egg	A/NorthCarolina/4/2016	F15-A7981	cdc	5	hi	
A/NewZealand/2343/2016	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	160	hi	
A/HongKong/50/2016-egg	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	640	hi	
A/NewYork/41/2018	A/SouthAustralia/135/2016	F16-601291	cdc	320	hi	
A/PuertoRico/13/2016	A/Idaho/33/2016	F14-A3714	cdc	320	hi	
A/Georgia/4/2019	A/Kansas/14/2017	F17-E2815	cdc	1280	hi	
A/Michigan/15/2014	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	320	hi	
