A/NewJersey/2/2017	A/Idaho/33/2016	F14-A3714	cdc	80	hi	
A/Michigan/15/2014	A/Singapore/Infimh-16-0019/2016	F17-611091	cdc	1280	hi	
A/Pennsylvania/257/2017	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	40	hi	
A/Santiago/52649/2018	A/Michigan/15/2014	F16-A8929	cdc	320	hi	
A/NewYork/89/2016	A/NewJersey/26/2014	F14-694	cdc	160	hi	
A/Missouri/45/2018	A/Afghanistan/616/2017	F16-601251	cdc	160	hi	
A/Wyoming/9/2019	A/Kansas/14/2017	F17-E2858	cdc	640	hi	
A/Alaska/232/2015-egg	A/Idaho/33/2016	F14-A3714	cdc	40	hi	
A/Haiti/2467/2017	A/Wisconsin/327/2017	F17-611121	cdc	640	hi	
A/Delaware/18/2019	A/Indiana/8/2018	F18-E5685	cdc	1280	hi	
A/Arkansas/31/2017	A/Singapore/Infimh-16-0019/2016	F17-611091	cdc	1280	hi	
A/Colorado/18/2017	A/Washington/106/2016	F16-E2483	cdc	160	hi	
A/Michigan/15/2014	A/Switzerland/9715293/2013	F12-6801	cdc	160	hi	
A/Wisconsin/2/2017	A/Switzerland/9715293/2013	F12-6801	cdc	160	hi	
A/Singapore/KK0259/2018-egg	A/Michigan/15/2014	F16-A8929	cdc	320	hi	
A/Ontario/RV2723/2017	A/Singapore/Infimh-16-0019/2016	F17-611101	cdc	160	hi	
A/Maryland/38/2018	A/Michigan/15/2014	F16-A8929	cdc	80	hi	
A/Florida/23/2017	A/Switzerland/9715293/2013	F14-711	cdc	80	hi	
A/California/109/2019	A/Indiana/8/2018	F18-E5685	cdc	1280	hi	
A/Bolivia/1770/2016	A/HongKong/7127/2014	F14-3611	cdc	160	hi	
A/Iowa/53/2017	A/Washington/106/2016	F16-E2483	cdc	320	hi	
A/Pennsylvania/119/2016	A/HongKong/7127/2014	F14-3611	cdc	40	hi	
A/Nevada/39/2016	A/Switzerland/9715293/2013	F12-6801	cdc	80	hi	
A/NorthDakota/12/2019	A/Switzerland/9715293/2013	F14-702	cdc	160	hi	
A/Mexico/2173/2017	A/Florida/23/2017	F16-A8924	cdc	160	hi	
A/Ohio/32/2017	A/Texas/68/2017	F16-A8930	cdc	40	hi	
A/Georgia/29/2019	A/Indiana/8/2018	F18-E5685	cdc	80	hi	
A/Georgia/32/2018	A/SouthCarolina/4/2017	F16-E2477	cdc	40	hi	
A/SouthDakota/36/2017	A/Washington/106/2016	F16-E2483	cdc	320	hi	
A/Wyoming/4/2017	A/Switzerland/9715293/2013	F14-711	cdc	20	hi	
A/Texas/116/2019	A/Indiana/8/2018	F18-E5685	cdc	1280	hi	
A/Ontario/RV3857/2018	A/Kansas/14/2017	F17-E2815	cdc	160	hi	
A/Alaska/2/2017	A/HongKong/7127/2014	F14-3611	cdc	80	hi	
A/India/4666/2018	A/SouthAustralia/135/2016	F16-601291	cdc	320	hi	
A/HongKong/7127/2014	A/Switzerland/9715293/2013	F14-711	cdc	40	hi	
A/Samara/6/2017	A/HongKong/7127/2014	F14-3611	cdc	640	hi	
A/Hawaii/21/2017	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	160	hi	
A/AbuDhabi/24/2017	A/Michigan/15/2014	F16-A8929	cdc	40	hi	
A/NewMexico/14/2018	A/California/213/2016	F16-601181	cdc	320	hi	
A/Hawaii/18/2017	A/HongKong/7127/2014	F14-3611	cdc	80	hi	
A/Virginia/1/2017	A/Idaho/33/2016	F14-A3714	cdc	160	hi	
A/Singapore/Infimh-16-0019/2016-egg	A/Kansas/14/2017	F17-E2815	cdc	80	hi	
A/Montana/7/2019	A/Maryland/7/2018	F18-E5684	cdc	320	hi	
B/Brisbane/60/2008-egg	A/Hawaii/47/2014	F14-684	cdc	5	hi	
A/Taiwan/820/2016	A/Oman/5466/2016	F15-ARC1254	cdc	320	hi	
A/Pennsylvania/87/2016	A/NewJersey/26/2014	F14-694	cdc	320	hi	
A/Oregon/3/2017	A/Idaho/33/2016	F14-A3714	cdc	80	hi	
A/HongKong/4801/2014-egg	A/Texas/71/2017	F16-E2489	cdc	80	hi	
A/Macedonia/51/2017	A/HongKong/7127/2014	F14-3611	cdc	160	hi	
A/Michigan/15/2014	A/Antananarivo/1067/2016	F16-E2484	cdc	320	hi	
B/Massachusetts/2/2012-egg	A/Idaho/33/2016	F14-A3714	cdc	40	hi	
A/Bangladesh/2176/2016	A/NewJersey/26/2014	F14-694	cdc	80	hi	
A/CostaRica/7181/2017	A/Texas/71/2017	F16-E2488	cdc	160	hi	
A/Pernambuco/145843-IEC/2017	A/HongKong/7127/2014	F14-5697	cdc	640	hi	
A/Delaware/39/2017	A/Washington/106/2016	F16-E2483	cdc	160	hi	
A/Maryland/21/2017	A/Hawaii/47/2014	F14-684	cdc	160	hi	
A/Maldives/462/2018	A/Afghanistan/616/2017	F16-601251	cdc	320	hi	
A/Panama/322548/2017	A/Switzerland/9715293/2013	F14-711	cdc	20	hi	
A/Guatemala/24/2018	A/NewMexico/14/2018	F16-601281	cdc	320	hi	
A/Wisconsin/41/2017	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	160	hi	
A/Panama/322597/2017	A/Switzerland/9715293/2013	F14-711	cdc	40	hi	
A/NewHampshire/20/2019	A/Indiana/8/2018	F18-E5685	cdc	1280	hi	
A/BurkinaFaso/2454/2019	A/Kansas/14/2017	F17-E2858	cdc	40	hi	
A/Ohio/23/2018	A/SouthAustralia/135/2016	F16-601291	cdc	160	hi	
A/Texas/137/2018	A/Singapore/Infimh-16-0019/2016	F17-611101	cdc	160	hi	
A/Connecticut/10/2019	A/Indiana/8/2018	F18-E5685	cdc	1280	hi	
A/Wisconsin/86/2018	A/Texas/71/2017	F16-E2489	cdc	160	hi	
A/Colorado/10/2019	A/Maryland/7/2018	F18-E5684	cdc	640	hi	
A/Florida/19/2017	A/HongKong/7127/2014	F14-3611	cdc	80	hi	
A/NewJersey/12/2017	A/Hawaii/47/2014	F14-684	cdc	80	hi	
A/Washington/5/2017	A/Idaho/33/2016	F14-A3714	cdc	80	hi	
A/SouthAustralia/55/2014-egg	A/Idaho/33/2016	F14-A3714	cdc	160	hi	
A/Bangladesh/2210/2017	A/Washington/16/2017	F16-E2471	cdc	5	hi	
A/AbuDhabi/54/2018	A/Michigan/15/2014	F16-A8929	cdc	320	hi	
A/Argentina/367/2017	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	80	hi	
A/Texas/201/2016	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	320	hi	
A/SouthAustralia/55/2014-egg	A/Nevada/22/2016	F14-5696	cdc	160	hi	
A/Nicaragua/683808/2016	A/Hawaii/47/2014	F14-684	cdc	640	hi	
A/Massachusetts/39/2016	A/Hawaii/47/2014	F14-684	cdc	160	hi	
A/Panama/322597/2017	A/Hawaii/47/2014	F14-684	cdc	160	hi	
A/Nevada/3/2017	A/HongKong/7127/2014	F14-3611	cdc	80	hi	
A/HongKong/7127/2014	A/Florida/23/2017	F16-A8924	cdc	40	hi	
A/NewYork/107/2016	A/Hawaii/47/2014	F14-684	cdc	160	hi	
A/Lao/3511/2017	A/Michigan/15/2014	F16-A8929	cdc	80	hi	
A/Washington/80/2016	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	160	hi	
A/Tennessee/29/2016	A/Nevada/22/2016	F14-5696	cdc	20	hi	
A/Colorado/5/2017	A/HongKong/7127/2014	F14-3611	cdc	1280	hi	
A/Quebec/RV0538/2018	A/Michigan/15/2014	F16-A8929	cdc	80	hi	
A/Massachusetts/18/2017	A/Texas/71/2017	F16-E2488	cdc	640	hi	
A/Coyhaique/54224/2017	A/Florida/23/2017	F16-A8924	cdc	20	hi	
A/Argentina/2139/2017	A/Washington/106/2016	F16-E2483	cdc	40	hi	
A/SouthDakota/24/2019	A/Indiana/8/2018	F18-E5685	cdc	1280	hi	
A/NewYork/105/2016	A/Switzerland/9715293/2013	F12-6801	cdc	320	hi	
A/DistrictOfColumbia/1/2018	A/Michigan/15/2014	F16-A8929	cdc	320	hi	
A/Oregon/18/2016	A/HongKong/7127/2014	F14-3611	cdc	320	hi	
A/Michigan/15/2014	A/Michigan/15/2014	F14-A4248;F14-A4249;F14-A4251	cdc	320	hi	
A/Roraima/144238-IEC/2016	A/Idaho/33/2016	F14-A3714	cdc	640	hi	
B/Massachusetts/2/2012-egg	A/Switzerland/9715293/2013	F12-6801	cdc	80	hi	
A/California/134/2016	A/Texas/88/2016	F14-A3697	cdc	160	hi	
A/Afghanistan/787/2017	A/Texas/71/2017	F16-E2489	cdc	80	hi	
A/HongKong/4801/2014-egg	A/Switzerland/9715293/2013	F12-6801	cdc	160	hi	
A/Oregon/3/2017	A/Switzerland/9715293/2013	F14-711	cdc	80	hi	
A/HongKong/2286/2017-egg	A/Washington/106/2016	F16-E2483	cdc	640	hi	
A/Kazakhstan/126/2017	A/Delaware/32/2016	F16-A6688	cdc	160	hi	
A/NewZealand/1002/2016	A/HongKong/7127/2014	F14-3611	cdc	320	hi	
A/AbuDhabi/240/2018-egg	A/Kansas/14/2017	F17-E2858	cdc	40	hi	
